gtpu_access_tunnel_ip,count
 100.93.49.6           ,55
 10.36.23.246          ,55
 100.92.85.94          ,55
 100.103.138.151       ,55
 100.103.140.242       ,55
 100.95.21.172         ,55
 10.97.5.39            ,55
 100.101.144.147       ,55
 100.97.147.59         ,55
 100.99.248.166        ,55
 100.117.117.37        ,55
 10.97.5.171           ,55
 10.36.113.212         ,55
 100.116.142.69        ,55
 10.36.19.77           ,55
 100.99.252.86         ,55
 100.99.245.53         ,55
 100.117.112.244       ,55
 100.117.113.87        ,55
 100.118.250.50        ,55
 100.95.27.132         ,55
 10.36.94.203          ,55
 100.99.242.61         ,55
 100.99.252.222        ,55
 100.112.211.38        ,55
 100.102.68.228        ,55
 100.100.213.248       ,55
 10.97.5.85            ,55
 100.102.67.216        ,55
 100.100.136.71        ,55
 100.102.171.125       ,55
 100.100.131.183       ,55
 100.100.215.216       ,55
 100.112.210.102       ,55
 100.99.245.189        ,55
 10.36.56.11           ,55
 100.93.53.218         ,55
 10.36.22.4            ,55
 10.36.51.23           ,55
 100.100.210.198       ,55
 100.99.133.62         ,55
 100.100.128.53        ,55
 100.112.221.114       ,55
 100.93.57.106         ,55
 10.36.23.30           ,55
 10.36.93.184          ,55
 100.101.81.149        ,55
 10.36.87.76           ,55
 10.36.24.22           ,55
 100.101.86.235        ,55
 100.100.209.233       ,55
 100.100.141.18        ,55
 100.92.82.169         ,55
 100.93.48.253         ,55
 100.97.146.152        ,55
 100.97.150.137        ,55
 10.36.31.67           ,55
 10.36.124.124         ,55
 100.100.223.131       ,55
 100.92.92.93          ,55
 100.100.137.23        ,55
 100.101.157.35        ,55
 100.102.170.146       ,55
 100.99.240.226        ,55
 100.100.217.18        ,55
 10.36.28.69           ,55
 100.99.142.41         ,55
 100.99.240.165        ,55
 100.97.145.56         ,55
 100.97.145.57         ,55
 100.99.129.130        ,55
 100.93.55.204         ,55
 100.93.51.254         ,55
 100.100.219.168       ,55
 100.97.147.29         ,55
 100.100.219.194       ,55
 100.99.246.180        ,55
 100.100.132.178       ,55
 100.99.137.91         ,55
 100.100.141.37        ,55
 100.99.143.77         ,55
 100.102.175.148       ,55
 100.100.136.135       ,55
 10.36.55.124          ,55
 10.36.58.133          ,55
 10.36.51.133          ,55
 100.99.142.221        ,55
 10.97.7.27            ,55
 100.95.31.204         ,55
 100.99.250.119        ,55
 100.95.21.234         ,55
 100.93.54.151         ,55
 100.101.157.185       ,55
 100.101.150.24        ,55
 100.116.136.58        ,55
 10.36.125.118         ,55
 10.36.18.71           ,55
 100.116.142.179       ,55
 100.99.252.21         ,55
 100.101.158.151       ,55
 100.100.223.166       ,55
 100.99.132.93         ,55
 100.99.253.87         ,55
 100.95.18.53          ,55
 100.99.134.18         ,55
 100.100.210.134       ,55
 100.97.154.147        ,55
 10.97.6.103           ,55
 100.102.166.247       ,55
 10.97.2.125           ,55
 100.101.81.101        ,55
 100.99.242.178        ,55
 100.100.211.83        ,55
 100.95.31.178         ,55
 100.112.212.67        ,55
 100.112.216.39        ,55
 100.92.90.184         ,55
 100.100.209.247       ,55
 10.97.8.2             ,55
 100.93.62.30          ,55
 100.101.89.115        ,55
 10.36.53.234          ,55
 100.101.84.35         ,55
 100.93.48.66          ,55
 100.95.21.242         ,55
 100.95.25.187         ,55
 100.101.153.39        ,55
 100.103.128.82        ,55
 100.102.164.163       ,55
 100.102.166.242       ,55
 100.100.134.141       ,55
 100.117.121.101       ,55
 100.99.242.149        ,55
 10.36.123.198         ,55
 100.101.94.108        ,55
 100.112.209.146       ,55
 100.101.157.105       ,55
 100.100.222.216       ,55
 100.100.130.107       ,55
 100.101.85.119        ,55
 100.99.142.87         ,55
 100.99.136.86         ,55
 100.99.242.228        ,55
 100.95.24.141         ,55
 100.99.240.99         ,55
 100.99.135.248        ,55
 100.100.218.227       ,55
 100.100.216.214       ,55
 100.100.209.66        ,55
 100.99.139.163        ,55
 100.92.86.52          ,55
 100.99.142.77         ,55
 100.100.210.217       ,55
 10.36.26.196          ,55
 100.99.132.202        ,55
 100.100.134.226       ,55
 100.92.90.231         ,54
 100.97.157.165        ,54
 100.112.208.210       ,54
 100.102.173.34        ,54
 100.100.130.90        ,54
 100.100.221.53        ,54
 100.101.157.93        ,54
 100.103.143.131       ,54
 10.36.28.4            ,54
 100.100.216.90        ,54
 10.36.16.70           ,54
 10.36.63.156          ,54
 100.100.218.252       ,54
 100.99.142.181        ,54
 10.97.7.28            ,54
 100.102.74.174        ,54
 100.97.158.67         ,54
 100.95.19.59          ,54
 10.97.11.41           ,54
 100.101.144.195       ,54
 10.97.8.59            ,54
 100.97.146.164        ,54
 100.93.57.98          ,54
 100.100.211.94        ,54
 100.102.160.234       ,54
 100.100.132.233       ,54
 100.102.76.148        ,54
 100.100.142.130       ,54
 100.117.113.248       ,54
 10.36.27.46           ,54
 100.92.92.201         ,54
 100.116.141.7         ,54
 10.36.19.253          ,54
 100.92.82.117         ,54
 100.100.217.179       ,54
 100.100.219.34        ,54
 100.101.92.227        ,54
 100.100.137.57        ,54
 10.36.29.215          ,54
 100.101.154.54        ,54
 100.99.140.83         ,54
 10.36.112.218         ,54
 100.101.145.21        ,54
 100.101.158.217       ,54
 100.100.211.72        ,54
 100.102.167.54        ,54
 100.100.138.78        ,54
 10.97.15.185          ,54
 100.102.68.102        ,54
 100.99.143.141        ,54
 100.103.128.214       ,54
 100.101.80.101        ,54
 100.102.167.59        ,54
 100.99.254.103        ,54
 100.101.155.71        ,54
 100.99.244.53         ,54
 100.95.19.120         ,54
 100.92.90.122         ,54
 100.112.217.99        ,54
 100.103.138.140       ,54
 100.100.208.4         ,54
 10.36.57.25           ,54
 100.100.129.89        ,54
 10.36.60.249          ,54
 10.36.94.228          ,54
 100.102.68.100        ,54
 10.36.58.163          ,54
 10.36.16.209          ,54
 100.103.138.99        ,54
 100.102.68.199        ,54
 100.92.84.155         ,54
 100.93.52.46          ,54
 10.36.91.8            ,54
 100.99.128.101        ,54
 100.102.166.199       ,54
 100.100.223.102       ,54
 100.101.88.135        ,54
 100.101.87.179        ,54
 10.36.87.142          ,54
 100.99.240.71         ,54
 100.97.145.138        ,54
 100.102.67.39         ,54
 100.103.136.19        ,54
 100.100.209.184       ,54
 100.103.141.182       ,54
 100.99.245.69         ,54
 100.100.133.232       ,54
 100.103.141.2         ,54
 100.100.141.228       ,54
 100.112.221.19        ,54
 100.116.129.243       ,54
 100.99.143.229        ,54
 10.36.125.230         ,54
 100.100.212.70        ,54
 100.100.209.245       ,54
 100.100.218.131       ,54
 100.112.219.227       ,54
 100.112.215.180       ,54
 100.103.128.89        ,54
 10.36.53.50           ,54
 100.99.246.88         ,54
 100.100.214.116       ,54
 100.112.210.227       ,54
 100.100.142.133       ,54
 100.101.147.18        ,54
 100.103.135.98        ,54
 10.36.63.59           ,54
 100.95.16.19          ,54
 100.102.65.71         ,54
 100.100.214.125       ,54
 10.36.93.66           ,54
 100.101.94.56         ,54
 10.97.10.18           ,54
 100.95.21.170         ,54
 100.112.213.195       ,54
 100.103.135.213       ,54
 100.100.223.9         ,54
 100.100.134.98        ,54
 100.101.156.51        ,54
 10.97.12.67           ,54
 100.112.212.151       ,54
 100.99.255.45         ,54
 100.97.148.107        ,54
 100.97.145.180        ,54
 10.97.9.28            ,54
 100.112.212.227       ,54
 100.102.164.130       ,54
 10.36.23.89           ,54
 10.36.88.169          ,54
 100.116.143.166       ,54
 100.99.251.140        ,54
 10.97.6.212           ,54
 100.97.148.90         ,54
 100.101.91.233        ,54
 100.97.154.136        ,54
 100.99.243.155        ,54
 10.36.87.138          ,54
 100.97.150.122        ,54
 10.36.61.244          ,54
 100.95.31.152         ,54
 10.97.9.123           ,54
 100.101.157.36        ,54
 100.101.152.140       ,54
 100.101.86.120        ,54
 100.100.138.156       ,54
 10.36.52.196          ,54
 100.101.157.130       ,54
 100.92.81.89          ,54
 10.97.11.203          ,54
 10.36.63.62           ,54
 100.117.117.229       ,54
 100.102.72.212        ,54
 100.101.88.131        ,54
 100.102.76.52         ,54
 100.101.155.76        ,54
 100.93.49.3           ,54
 100.99.242.56         ,54
 10.36.28.150          ,54
 100.100.217.6         ,54
 10.36.53.213          ,54
 100.100.221.231       ,54
 100.95.26.126         ,54
 10.36.126.54          ,54
 100.99.255.53         ,54
 100.100.218.132       ,54
 10.36.120.40          ,54
 10.36.24.167          ,54
 100.100.142.189       ,54
 100.97.151.10         ,54
 100.100.142.38        ,54
 10.36.94.104          ,54
 100.103.132.92        ,54
 100.92.82.235         ,54
 100.95.21.235         ,54
 10.36.93.105          ,54
 100.112.210.180       ,54
 100.101.155.68        ,54
 100.92.89.27          ,54
 100.101.83.116        ,54
 10.97.7.217           ,54
 100.99.254.243        ,54
 100.100.219.227       ,54
 100.112.221.57        ,54
 100.102.71.242        ,54
 10.97.11.86           ,54
 100.100.142.173       ,54
 100.100.215.100       ,54
 100.116.134.116       ,54
 10.36.19.162          ,54
 100.100.208.104       ,54
 10.36.126.133         ,54
 100.99.255.74         ,54
 10.97.2.110           ,54
 10.36.62.21           ,54
 100.99.243.221        ,54
 100.100.211.41        ,54
 100.116.131.85        ,54
 10.36.114.163         ,54
 100.100.209.34        ,54
 100.100.211.46        ,54
 10.97.9.19            ,54
 100.101.157.5         ,53
 10.36.84.212          ,53
 100.102.67.55         ,53
 10.36.84.135          ,53
 100.103.129.185       ,53
 100.100.208.117       ,53
 100.92.86.114         ,53
 100.97.156.184        ,53
 100.99.246.217        ,53
 100.95.24.7           ,53
 100.117.113.115       ,53
 100.102.73.100        ,53
 100.100.214.37        ,53
 100.95.27.30          ,53
 100.92.89.217         ,53
 100.117.126.4         ,53
 100.99.248.77         ,53
 100.95.24.139         ,53
 100.95.17.196         ,53
 100.99.141.36         ,53
 10.36.27.26           ,53
 10.36.62.156          ,53
 100.100.130.246       ,53
 100.99.251.25         ,53
 10.36.80.119          ,53
 100.92.94.21          ,53
 100.102.65.36         ,53
 100.99.130.201        ,53
 100.97.148.106        ,53
 100.100.138.172       ,53
 100.102.68.186        ,53
 10.97.8.38            ,53
 100.99.241.68         ,53
 100.101.151.213       ,53
 100.92.90.235         ,53
 100.100.128.30        ,53
 10.36.26.228          ,53
 100.112.214.5         ,53
 100.100.216.130       ,53
 10.36.90.178          ,53
 100.99.248.25         ,53
 100.100.219.86        ,53
 100.112.208.115       ,53
 10.97.11.92           ,53
 100.93.48.116         ,53
 100.100.134.110       ,53
 100.116.140.181       ,53
 10.36.51.36           ,53
 100.101.144.52        ,53
 10.36.29.197          ,53
 100.100.209.252       ,53
 100.99.142.133        ,53
 10.97.10.26           ,53
 100.101.154.12        ,53
 100.92.81.18          ,53
 100.102.74.53         ,53
 100.100.140.5         ,53
 100.93.55.54          ,53
 100.101.152.215       ,53
 10.36.24.148          ,53
 100.100.223.153       ,53
 100.101.155.5         ,53
 100.100.219.200       ,53
 100.100.133.136       ,53
 100.97.151.132        ,53
 10.36.82.138          ,53
 10.36.86.94           ,53
 100.100.134.150       ,53
 100.99.247.10         ,53
 100.112.210.114       ,53
 10.36.53.136          ,53
 100.99.248.10         ,53
 100.99.142.61         ,53
 10.36.58.13           ,53
 100.99.248.247        ,53
 100.102.167.4         ,53
 100.101.90.147        ,53
 10.36.57.173          ,53
 100.102.162.36        ,53
 10.36.16.211          ,53
 10.36.19.171          ,53
 100.100.129.140       ,53
 10.97.7.138           ,53
 100.100.137.166       ,53
 100.99.139.19         ,53
 100.100.209.188       ,53
 10.36.30.190          ,53
 10.36.84.8            ,53
 100.100.223.5         ,53
 100.100.130.4         ,53
 100.95.26.218         ,53
 100.100.130.178       ,53
 100.95.19.155         ,53
 100.117.127.162       ,53
 100.112.217.104       ,53
 100.112.218.238       ,53
 100.92.84.66          ,53
 10.36.19.108          ,53
 100.99.133.75         ,53
 100.101.84.136        ,53
 10.36.82.141          ,53
 10.97.14.210          ,53
 100.117.124.179       ,53
 100.100.130.163       ,53
 100.102.165.196       ,53
 100.100.138.61        ,53
 10.97.13.218          ,53
 100.116.131.51        ,53
 100.92.92.88          ,53
 100.112.223.73        ,53
 100.116.133.242       ,53
 10.36.24.140          ,53
 100.116.134.85        ,53
 100.100.129.165       ,53
 100.112.221.11        ,53
 100.92.82.152         ,53
 10.36.23.94           ,53
 100.100.219.184       ,53
 100.100.219.130       ,53
 100.97.148.86         ,53
 100.100.142.218       ,53
 100.99.130.152        ,53
 10.36.82.105          ,53
 100.100.134.142       ,53
 100.95.19.247         ,53
 100.99.248.53         ,53
 100.92.82.3           ,53
 100.99.133.153        ,53
 100.112.218.114       ,53
 100.101.88.213        ,53
 100.99.132.174        ,53
 100.100.216.55        ,53
 100.99.138.70         ,53
 100.100.216.24        ,53
 10.97.13.29           ,53
 100.93.59.8           ,53
 100.100.208.100       ,53
 100.93.53.164         ,53
 100.99.240.55         ,53
 10.36.93.76           ,53
 10.36.51.154          ,53
 10.36.117.27          ,53
 100.99.247.146        ,53
 100.103.129.83        ,53
 10.36.57.52           ,53
 10.36.127.235         ,53
 100.101.146.102       ,53
 10.36.61.40           ,53
 100.102.160.35        ,53
 100.100.136.24        ,53
 100.93.48.216         ,53
 10.36.93.118          ,53
 100.100.142.215       ,53
 100.112.218.163       ,53
 100.97.144.118        ,53
 100.101.157.53        ,53
 100.99.129.173        ,53
 10.36.25.39           ,53
 10.36.113.227         ,53
 10.97.13.222          ,53
 100.99.243.178        ,53
 100.99.248.82         ,53
 100.117.115.131       ,53
 100.99.242.226        ,53
 100.116.129.3         ,53
 100.100.221.37        ,53
 100.103.143.66        ,53
 10.97.14.114          ,53
 10.97.15.93           ,53
 100.100.219.226       ,53
 10.36.95.8            ,53
 100.99.246.227        ,53
 100.116.134.68        ,53
 100.99.242.54         ,53
 100.92.90.197         ,53
 100.100.129.71        ,53
 10.36.49.84           ,53
 100.92.95.40          ,53
 100.100.130.181       ,53
 10.97.3.87            ,53
 10.36.19.50           ,53
 100.112.213.115       ,53
 100.101.145.37        ,53
 100.92.89.9           ,53
 100.102.168.91        ,53
 100.93.62.137         ,53
 100.100.136.238       ,53
 100.100.136.171       ,53
 10.97.10.204          ,53
 10.36.28.248          ,53
 100.100.216.66        ,53
 100.101.152.146       ,53
 100.99.142.228        ,53
 100.99.139.69         ,53
 10.36.116.19          ,53
 100.99.251.130        ,53
 10.97.7.87            ,53
 100.95.29.200         ,53
 100.116.140.18        ,53
 100.101.147.213       ,53
 100.99.253.86         ,53
 100.100.134.195       ,53
 100.101.157.189       ,53
 10.36.93.242          ,53
 10.36.89.152          ,53
 100.101.146.220       ,53
 100.97.151.106        ,53
 100.99.242.229        ,53
 100.101.81.148        ,53
 100.95.16.26          ,53
 100.97.156.104        ,53
 100.97.158.61         ,53
 100.103.138.150       ,53
 100.100.137.25        ,53
 100.101.88.238        ,53
 100.95.26.104         ,53
 100.92.85.43          ,53
 100.99.251.133        ,53
 10.36.22.61           ,53
 100.102.77.12         ,53
 100.99.246.210        ,53
 100.100.130.166       ,53
 10.36.123.19          ,53
 100.103.138.5         ,53
 10.36.29.110          ,53
 100.99.142.40         ,53
 10.36.26.116          ,53
 100.100.223.89        ,53
 100.100.214.242       ,53
 100.95.18.78          ,53
 100.93.59.164         ,53
 10.36.127.78          ,53
 100.95.30.58          ,53
 100.102.73.104        ,53
 100.95.16.18          ,52
